country,year,population,population_growth_rate,fertility_rate,median_age,urban_population,population_density,continent,income_group
Brazil,2018,459324071785277866685497344,0.76,2.57,39.0,57.2,3.587570547317095e+20,South America,Upper middle income
Bulgaria,2018,31990416572252739032055808,0.47,2.85,36.6,50.6,4.162130706976191e+18,Europe,Upper middle income
Canada,2018,1000285269024584662777856,0.44,2.6,37.1,57.9,1.2930206889940255e+18,North America,High income
Chile,2018,45646040374915919117287424,0.85,2.92,35.6,52.5,4.094721059810552e+19,South America,High income
China,2018,599424300923072770958426112,0.79,2.42,36.5,55.0,6.8579812480506995e+19,Asia,Upper middle income
Colombia,2018,7880503167066348386779136,0.77,2.94,38.1,58.4,2.9723153014638293e+19,South America,Upper middle income
Croatia,2018,7611096082960091420033024,0.75,3.24,35.9,53.2,9.677426336700285e+18,Europe,High income
Czech Republic,2018,8747998848681012057079808,0.81,2.84,35.5,50.8,1.4010344846300367e+18,Europe,High income
Denmark,2018,15439997852991222609608704,0.8,3.16,37.1,59.7,1.871536774467847e+18,Europe,High income
Egypt,2018,20176210420194371837100032,0.75,2.79,38.0,59.5,8.184181763790349e+18,Africa,Lower middle income
Ethiopia,2018,20222443439960995221471232,0.65,3.31,35.9,57.0,5.428926116425414e+19,Africa,Lower middle income
Finland,2018,10785567192178622220730368,0.49,2.79,39.3,50.5,6.379502299071024e+18,Europe,High income
France,2018,47245131472223127505731584,0.55,2.42,39.3,55.4,5.809025902327083e+18,Europe,High income
Germany,2018,20902735927609871420096512,0.7,3.26,39.0,51.1,2.317535513993338e+18,Europe,High income
Ghana,2018,12185812103453996654526464,0.46,2.97,36.5,54.6,1.4925248936516378e+18,Africa,Lower middle income
Greece,2018,12370061886277319712047104,0.41,3.32,37.2,52.8,1.339784815336975e+18,Europe,High income
Hungary,2018,22437706422001816265818112,0.33,2.72,39.1,51.6,3.8802396380961275e+18,Europe,High income
India,2018,576758531061426280244183040,0.74,2.52,37.8,49.8,2.2829399835641093e+20,Asia,Lower middle income
Indonesia,2018,121120312647217171136512000,0.43,3.22,39.1,57.4,2.0523734948827165e+19,Asia,Lower middle income
Iran,2018,41356715293647288162844672,0.46,2.67,38.5,52.3,4.248721134093158e+18,Asia,Upper middle income
Iraq,2018,27743810895009797596250112,0.9,2.82,37.8,52.6,4.5949877981436846e+18,Asia,Upper middle income
Ireland,2018,2369950354181941824061440,0.32,2.65,36.5,59.6,1.7854599861811054e+18,Europe,High income
Israel,2018,28645803896196618057154560,0.46,3.22,37.4,52.2,4.0359729302809277e+18,Asia,High income
Italy,2018,24195030329273013678112768,0.58,3.07,36.1,59.2,2.506221779352348e+19,Europe,High income
Japan,2018,52824320232857817311084544,0.47,2.51,37.0,54.4,1.01852123224075e+19,Asia,High income
Jordan,2018,32130526040010523278311424,0.43,3.17,38.6,53.1,6.966296287773364e+18,Asia,Upper middle income
Kenya,2018,34764252101685598914347008,0.79,3.32,36.6,57.6,9.863489201388427e+18,Africa,Lower middle income
Malaysia,2018,26930326844451244245778432,0.66,2.77,38.4,57.3,2.846647336623158e+18,Asia,Upper middle income
Mexico,2018,30046280401238714029703168,0.59,2.76,36.6,56.2,3.6285413606544676e+18,North America,Upper middle income
Morocco,2018,3493835102355581963337728,0.89,3.04,38.5,59.8,6.931097293467402e+17,Africa,Lower middle income
Myanmar,2018,23479513998955420548333568,0.77,3.23,36.0,50.0,1.7275769011230046e+19,Asia,Lower middle income
Netherlands,2018,16841747439201384895873024,0.85,2.36,38.6,58.3,2.0764819422598198e+18,Europe,High income
New Zealand,2018,4221619800975085364314112,0.71,3.31,35.9,50.1,4.832043851580973e+17,Oceania,High income
Nigeria,2018,408719448213099605064155136,0.69,3.32,38.5,53.8,9.376502895607058e+19,Africa,Lower middle income
Norway,2018,1234671963001797358911488,0.48,2.81,36.4,59.0,1.0374092784662241e+19,Europe,High income
Pakistan,2018,716401876101497357999276032,0.76,3.09,38.0,53.9,7.799817915616426e+19,Asia,Lower middle income
Peru,2018,9930884485333952571113472,0.75,3.29,35.9,59.3,1.2796622960435717e+18,South America,Upper middle income
Philippines,2018,60364165155533989271830528,0.52,3.26,35.6,54.1,7.97773187782828e+18,Asia,Lower middle income
Poland,2018,14701018594825361655070720,0.42,2.41,38.6,54.0,1.0236809621553615e+19,Europe,High income
Portugal,2018,17960165751156410649935872,0.68,2.94,38.8,50.1,2.0680942467415173e+18,Europe,High income
Romania,2018,26618154884320187801141248,0.57,2.44,39.2,50.5,4.5060814229454275e+18,Europe,Upper middle income
Russia,2018,130765245113680254294032384,0.8,2.86,37.3,58.6,1.356466693246602e+19,Europe,Upper middle income
Saudi Arabia,2018,40836123607554659421519872,0.57,3.19,38.7,53.0,7.086331878865677e+18,Asia,High income
Singapore,2018,27560075368627486658134016,0.68,3.19,36.2,53.0,6.138246462923617e+18,Asia,High income
South Africa,2018,44908283793988642383331328,0.74,2.68,36.4,56.8,9.357072300198457e+18,Africa,Upper middle income
South Korea,2018,38410749387561518489403392,0.69,2.92,37.9,58.7,4.4241204484484746e+18,Asia,High income
Spain,2018,21216200101365592642027520,0.65,2.8,36.5,56.1,4.1524472126200463e+18,Europe,High income
Sri Lanka,2018,42763944987223933237329920,0.36,2.66,35.5,57.3,4.686633901642227e+18,Asia,Lower middle income
Sweden,2018,3807821958728639592792064,0.67,2.41,37.4,55.1,9.746006198917542e+18,Europe,High income
Switzerland,2018,9138718474757169494360064,0.47,3.08,37.0,59.8,4.3049507610832036e+18,Europe,High income
Taiwan,2018,1559223124248837778046976,0.89,2.6,37.9,53.5,2.437566257459349e+17,Asia,High income
Tanzania,2018,13993563907853037885980672,0.72,2.38,38.7,54.6,2.6967699354188897e+18,Africa,Low income
Thailand,2018,35709379153955918526283776,0.89,3.16,36.6,57.6,8.170551015963112e+18,Asia,Upper middle income
Turkey,2018,33258466743936427183046656,0.32,2.72,37.1,57.2,1.8235604432756589e+19,Asia,Upper middle income
Ukraine,2018,31185101103541824234979328,0.73,2.44,36.2,57.3,3.5618089399073756e+18,Europe,Lower middle income
United Kingdom,2018,38302077745335478192701440,0.62,2.46,38.7,51.0,9.94497668084543e+18,Europe,High income
United States,2018,155509453166887330918694912,0.73,2.86,39.0,51.2,1.898345753261031e+19,North America,High income
Uzbekistan,2018,22491077653464438531948544,0.52,3.0,38.6,54.2,9.657697479802868e+18,Asia,Lower middle income
Venezuela,2018,6963766632460392020836352,0.49,3.36,38.5,56.7,5.571687320069045e+19,South America,Upper middle income
Vietnam,2018,66312619953832828606611456,0.6,2.74,36.0,53.5,8.833927196003469e+19,Asia,Lower middle income
Yemen,2018,2828057992586749072637952,0.35,3.11,38.1,59.2,7.442437490755686e+17,Asia,Lower middle income
Zimbabwe,2018,45999778831918132380041216,0.65,3.01,37.6,57.6,1.0929627776151539e+20,Africa,Lower middle income
Angola,2018,26602387815857251877388288,0.36,2.65,37.8,56.3,3.73297473552793e+18,Africa,Lower middle income
Azerbaijan,2018,7474183312202373126946816,0.69,2.48,35.4,56.7,1.0444045263250231e+18,Asia,Upper middle income
Belarus,2018,261549290288996144906240,0.46,3.29,38.9,55.0,2.644206775080678e+16,Europe,Upper middle income
Belize,2018,30848731689625438425972736,0.59,3.29,37.2,54.5,3.881092387474181e+19,North America,Upper middle income
Benin,2018,25759495649267017395994624,0.39,2.93,36.7,50.6,5.050669618366074e+18,Africa,Lower middle income
Bhutan,2018,32327059944918200952553472,0.74,3.2,37.3,53.7,4.725118835742506e+18,Asia,Lower middle income
Bolivia,2018,25813112926228951873880064,0.68,2.77,37.2,52.8,2.0267389650672865e+19,South America,Lower middle income
Botswana,2018,2945348341806321742381056,0.48,3.32,39.2,56.2,3.2591708372322643e+17,Africa,Upper middle income
Brunei,2018,16475377266411177160736768,0.51,2.96,36.3,56.7,3.6690964579055395e+19,Asia,High income
Burkina Faso,2018,5526973536959681309704192,0.65,2.42,38.9,58.6,6.480740512307465e+17,Africa,Low income
Burundi,2018,40028853736902587437809664,0.71,2.76,35.9,52.7,1.1530959688039657e+19,Africa,Low income
Cambodia,2018,24192991076647238836944896,0.64,2.57,36.2,57.0,3.183371915231516e+20,Asia,Lower middle income
Cameroon,2018,11752130587931214593654784,0.56,2.51,39.2,56.5,2.715207547197781e+18,Africa,Lower middle income
Cape Verde,2018,2235582799796995006398464,0.53,3.01,39.3,54.5,3.2285441315474323e+17,Africa,Lower middle income
Central African Republic,2018,11265503887071662873509888,0.67,2.6,36.2,54.9,5.320363325914208e+18,Africa,Low income
Chad,2018,14757577241437919086903296,0.86,2.75,36.7,51.6,3.779561534004482e+18,Africa,Low income
Comoros,2018,30870857932717651686064128,0.52,2.98,38.0,50.8,4.423944685682816e+18,Africa,Lower middle income
Congo,2018,31211116108785560894570496,0.32,2.91,37.8,56.9,8.089342217167911e+18,Africa,Lower middle income
Costa Rica,2018,41935003155637941731065856,0.62,2.77,38.3,59.1,5.164279235267511e+18,North America,Upper middle income
Cuba,2018,23424946272971024150560768,0.46,2.48,37.5,50.2,3.4723053073804933e+18,North America,Upper middle income
Cyprus,2018,4427559491284996229955584,0.57,3.02,37.3,52.2,5.029131743374515e+17,Asia,High income
Djibouti,2018,32944885786288395709841408,0.66,3.06,37.1,53.6,2.0565416948046877e+19,Africa,Lower middle income
Dominican Republic,2018,35730960486952802539536384,0.53,3.05,36.6,57.8,3.3921941672161473e+19,North America,Upper middle income
Ecuador,2018,24427805310740146031689728,0.78,3.02,38.2,55.1,4.3693167310984735e+18,South America,Upper middle income
El Salvador,2018,26392323682514243229319168,0.45,3.08,39.2,55.2,3.6372162160123453e+18,North America,Upper middle income
Equatorial Guinea,2018,22039035695932626480136192,0.9,3.16,37.9,51.0,6.075950305684591e+18,Africa,Upper middle income
Eritrea,2018,19378975839790101249916928,0.81,2.81,37.5,59.4,2.316119607157943e+18,Africa,Low income
Estonia,2018,19972201907306529881587712,0.39,2.38,35.9,57.2,4.86205781489778e+18,Europe,High income
Fiji,2018,906589955145537050116096,0.74,2.55,37.8,57.2,1.4908571375006928e+17,Oceania,Upper middle income
Gabon,2018,5517634088635249553571840,0.56,2.67,36.2,54.8,6.472338348553176e+17,Africa,Upper middle income
Gambia,2018,1593251757250883272835072,0.88,2.89,37.8,55.6,3.418805919552357e+17,Africa,Low income
Georgia,2018,22612698914775702234464256,0.34,2.8,36.1,58.7,2.9686219152856504e+18,Asia,Upper middle income
Guatemala,2018,13652243492140976967778304,0.33,2.98,37.9,54.2,2.075480211338867e+18,North America,Upper middle income
Guinea,2018,24454530812666943553667072,0.75,2.83,36.4,54.6,2.5851104717345326e+18,Africa,Low income
Guinea-Bissau,2018,42919908646343287643308032,0.32,3.14,36.1,55.5,5.321505983168387e+18,Africa,Low income
Guyana,2018,10569381784550372756422656,0.54,2.68,36.6,58.2,1.281030987900874e+18,South America,Upper middle income
Haiti,2018,19448616604969098838802432,0.47,3.16,35.5,51.9,3.779721783321654e+18,North America,Lower middle income
Honduras,2018,29940631684538732606652416,0.37,2.4,37.8,52.9,1.8642827961015032e+20,North America,Lower middle income
Iceland,2018,9175018201110758662602752,0.48,2.94,39.1,52.9,9.201363502465217e+17,Europe,High income
Jamaica,2018,2673696414836713492316160,0.35,3.07,38.4,54.0,9.344700949326216e+17,North America,Upper middle income
Kazakhstan,2018,13567241581361001446506496,0.87,3.35,37.9,57.2,1.6499853416888466e+18,Asia,Upper middle income
Kuwait,2018,7575101430880016246243328,0.9,3.17,38.1,53.6,1.2666825853579343e+18,Asia,High income
Kyrgyzstan,2018,45115063197211538728419328,0.48,2.39,36.7,59.4,5.681367033982598e+18,Asia,Lower middle income
Laos,2018,29142632474271626345578496,0.31,3.03,37.7,50.6,3.016836200791241e+18,Asia,Lower middle income
Latvia,2018,27479015506163547932459008,0.69,3.21,36.7,55.4,4.768752361478796e+18,Europe,High income
Lebanon,2018,43891546145366548722745344,0.38,3.12,37.7,58.3,5.275625739770825e+18,Asia,Upper middle income
Lesotho,2018,26881411274724262069403648,0.45,2.54,37.2,58.9,5.26512898948381e+20,Africa,Lower middle income
Liberia,2018,7671420829519949223428096,0.83,3.29,38.0,58.1,2.366730589013635e+18,Africa,Low income
Libya,2018,33580597313726691447668736,0.33,2.86,37.2,53.5,2.960657597093471e+19,Africa,Upper middle income
Lithuania,2018,19823755260076872718876672,0.42,3.3,39.3,49.8,1.1617920036756586e+19,Europe,High income
Luxembourg,2018,39326757970923755768119296,0.32,3.3,36.9,55.2,5.148537808905867e+18,Europe,High income
Madagascar,2018,33110344920711940196532224,0.36,3.17,39.3,56.4,4.012199261035219e+18,Africa,Low income
Malawi,2018,15855082992317642517250048,0.44,2.71,36.3,50.4,2.1651000075060308e+18,Africa,Low income
Maldives,2018,3913931050911885795786752,0.36,2.72,35.6,51.6,5.588598571805507e+18,Asia,Upper middle income
Mali,2018,11064653375152637033316352,0.77,3.22,38.9,59.2,5.925295225858345e+18,Africa,Low income
Malta,2018,20914041306740816636542976,0.62,2.53,38.0,53.1,4.491381391300294e+19,Europe,High income
Mauritania,2018,28155780461314253546061824,0.55,3.19,36.6,57.5,5.04236981792573e+19,Africa,Lower middle income
Mauritius,2018,33916095422322611857653760,0.38,3.22,39.3,53.1,3.429804619839688e+18,Africa,Upper middle income
Moldova,2018,342191274505364880490496,0.3,2.85,38.7,55.1,6.221594160321507e+16,Europe,Upper middle income
Mongolia,2018,20604666727776498959253504,0.54,2.39,37.9,57.5,2.6075294049488717e+18,Asia,Lower middle income
Montenegro,2018,18169121565299464145469440,0.5,2.38,39.0,54.1,3.0220655769832417e+18,Europe,Upper middle income
Mozambique,2018,8048371432241975590387712,0.39,2.45,38.6,56.3,1.2956227379075756e+18,Africa,Low income
Namibia,2018,5935967346211494954008576,0.4,2.53,36.2,54.0,6.789904330040305e+17,Africa,Upper middle income
Nepal,2018,16406578854890152377974784,0.65,3.02,39.0,56.0,7.137121338128891e+18,Asia,Lower middle income
Nicaragua,2018,42449272835298486564945920,0.76,3.0,36.5,53.8,9.019375837681069e+18,North America,Lower middle income
Niger,2018,11458449020254793915957248,0.57,2.52,37.4,50.3,1.2080133282575053e+18,Africa,Low income
North Korea,2018,19197054632313979871952896,0.58,2.39,36.2,56.7,1.7157166516831414e+19,Asia,Lower middle income
Oman,2018,30632251372653779779321856,0.3,2.83,38.3,59.1,6.214864270146856e+18,Asia,High income
Panama,2018,17362457108165363413024768,0.78,2.66,38.9,56.2,1.6650765171011092e+19,North America,High income
Papua New Guinea,2018,48354670073595045747884032,0.41,2.83,37.3,56.1,7.271485351726454e+18,Oceania,Lower middle income
Paraguay,2018,35393324990013448199864320,0.51,2.5,35.9,58.1,4.71441903736672e+18,South America,Upper middle income
Qatar,2018,10145834596802294177595392,0.36,2.81,36.6,57.6,1.0488854705399058e+19,Asia,High income
Rwanda,2018,20092200527251854462025728,0.65,3.35,35.8,50.9,2.0335198929351683e+18,Africa,Low income
Senegal,2018,11929253160404520563376128,0.75,3.14,36.7,51.9,4.319632837954684e+18,Africa,Lower middle income
Serbia,2018,13169895902107632171745280,0.8,3.06,37.2,52.4,3.0965657372801736e+18,Europe,Upper middle income
Sierra Leone,2018,1839959790337809721589760,0.82,2.68,36.7,57.6,4.312762284089977e+17,Africa,Low income
Slovakia,2018,25940162704365646744911872,0.55,2.6,36.2,51.2,2.2514300770256935e+20,Europe,High income
Slovenia,2018,18877090907348694963585024,0.4,2.62,35.7,53.2,3.6301637576623007e+18,Europe,High income
Somalia,2018,2591113251140466248777728,0.51,2.39,36.8,58.0,7.616144394540019e+17,Africa,Low income
Sudan,2018,10522434867939317668380672,0.85,2.66,39.3,58.1,1.537734829962263e+18,Africa,Lower middle income
Suriname,2018,39067020953378209356840960,0.43,3.09,36.8,54.7,3.750732563363905e+19,South America,Upper middle income
Syria,2018,9066335117741818550157312,0.62,2.83,36.8,54.5,1.217036732692757e+18,Asia,Lower middle income
Tajikistan,2018,5889091261981866072211456,0.6,3.06,38.8,55.1,6.210937067465215e+17,Asia,Lower middle income
Togo,2018,18964328469260071069548544,0.45,3.05,36.1,58.8,4.90496274171406e+18,Africa,Low income
Trinidad and Tobago,2018,44244170274979985349410816,0.64,2.41,38.2,57.7,4.5033417687343754e+18,North America,High income
Tunisia,2018,9644232233589045658124288,0.6,3.23,36.5,51.7,7.25146697639736e+18,Africa,Lower middle income
Turkmenistan,2018,34016095705943182590083072,0.46,3.12,37.2,52.2,3.7243527990615127e+18,Asia,Upper middle income
Uganda,2018,30928293959007431450165248,0.64,2.58,36.7,57.3,9.014092202566189e+18,Africa,Low income
United Arab Emirates,2018,9840232079514033734025216,0.37,3.21,38.4,57.4,5.519928606558179e+18,Asia,High income
Uruguay,2018,29972680053764988382216192,0.32,2.68,36.8,58.9,3.019054953097547e+18,South America,High income
Zambia,2018,15964341216295761091756032,0.61,2.8,35.5,57.8,2.376145777440632e+18,Africa,Lower middle income
Afghanistan,2019,33194925810115999975866368,0.74,3.21,37.3,54.7,3.404113825335977e+18,Asia,Low income
Albania,2019,84748899112726260808155136,0.76,2.5,37.0,54.3,2.6734548778374533e+19,Europe,Upper middle income
Algeria,2019,71809007588344970795286528,0.56,3.23,37.0,50.8,5.197991173899611e+19,Africa,Lower middle income
Argentina,2019,43923259098680876265897984,0.63,2.46,37.2,58.4,3.518179948823421e+19,South America,Upper middle income
Australia,2019,10809391997243525913640960,0.57,2.98,39.3,57.0,1.1424193421368676e+18,Oceania,High income
Austria,2019,11610717567570177662386176,0.46,3.12,38.9,57.0,2.2942740333024038e+18,Europe,High income
Bangladesh,2019,120378694824919499477614592,0.42,2.44,35.9,58.2,9.161311798021197e+19,Asia,Lower middle income
Belgium,2019,67547998823100587649794048,0.84,2.69,36.3,57.3,8.339663599814857e+18,Europe,High income
Brazil,2019,694530574917833090872115200,0.74,2.55,38.5,51.6,1.623189456621927e+20,South America,Upper middle income
Bulgaria,2019,59295053680187385189498880,0.69,2.93,39.1,52.2,8.966703308077919e+18,Europe,Upper middle income
Canada,2019,1486535690108143958753280,0.54,2.8,35.8,51.1,1.771186882144399e+17,North America,High income
Chile,2019,73337639099477722686029824,0.46,2.92,36.6,52.3,1.7395122089796155e+19,South America,High income
China,2019,1140984661841010809622233088,0.8,3.22,37.5,52.5,2.4243899298069542e+20,Asia,Upper middle income
Colombia,2019,14824473932565299108773888,0.49,2.35,38.5,53.2,2.8469872792792013e+18,South America,Upper middle income
Croatia,2019,12228398398049618740903936,0.56,2.28,39.4,55.4,1.2209292178258926e+19,Europe,High income
Czech Republic,2019,14231449018429353440051200,0.28,2.81,36.2,55.1,4.657233205052551e+18,Europe,High income
Denmark,2019,28323558940106612283539456,0.54,3.13,39.5,60.1,1.0882361669433401e+19,Europe,High income
